complete_sentence,question_text,english_translation,hint,alternate_correct_responses,option_a,option_b,option_c,option_d,correct_option,cefr_level,topic,explanation,resource
"Lui parla molto durante le lezioni.","Lui parla ___ durante le lezioni.","He talks a lot during the lessons.","","","molto","poco","molti","pochi","A","A1","Molto/Poco (quantificatori e avverbi base)","When 'molto' modifies a verb, it functions as an invariable adverb meaning 'a lot' or 'much'. 'Poco' means 'little', while 'molti' and 'pochi' are adjectives used with plural nouns, not verbs.","https://www.lawlessitalian.com/grammar/adverbs/quantity/"
"Io ti chiamo stasera sul cellulare.","Io ti chiamo stasera sul ___.","I'll call you tonight on your cell phone.","","","cellulare","computer","libro","tavolo","A","A1","Telefono e comunicazione (base)","The verb 'chiamo' (I call) with the preposition 'su' (on) requires a communication device. 'Cellulare' (cell phone) is the appropriate device for calling someone.","https://www.lawlessitalian.com/vocabulary/telephone/"
"Io vado a Roma in treno.","Io vado a Roma ___ treno.","I go to Rome by train.","","","in","con","su","a","A","A1","Trasporti (base)","In Italian, the preposition 'in' is used directly with modes of transport (in treno, in macchina, in aereo) when the transport is not specific (not 'the train of 5 PM').","https://www.lawlessitalian.com/grammar/prepositions-in-transportation/"
"A colazione vorrei un cornetto e un caffè.","A colazione vorrei un ___ e un caffè.","For breakfast I would like a croissant and a coffee.","Sweet pastry","","cornetto","pollo","riso","spaghetto","A","A1","Cibo e bevande (base)","Culturally, the 'cornetto' (croissant) is a standard breakfast food in Italy, whereas chicken (pollo), rice (riso), and spaghetti are meant for lunch or dinner.","https://www.lawlessitalian.com/vocabulary/food/"
"Marco ha gli occhi verdi.","Marco ha gli ___ verdi.","Marco has green eyes.","","","occhi","naso","bocca","mano","A","A1","Corpo (base)","The definite article 'gli' indicates a masculine plural noun starting with a vowel. 'Occhi' (eyes) is masculine plural. 'Naso' is singular, 'bocca' and 'mano' are feminine.","https://www.lawlessitalian.com/grammar/definite-articles/"
"Tu capisci bene l'italiano.","Tu ___ bene l'italiano.","You understand Italian well.","","","capisci","capire","capite","capisco","A","A1","Presente indicativo: verbi regolari -ire con -isc- (tipo finire)","The verb 'capire' is an -isc- verb. For 'tu' (singular 'you'), the conjugation adds -isc- before the ending: cap- + -isc- + -i = capisci.","https://www.lawlessitalian.com/grammar/regular-ire-verbs-isc/"
"In biblioteca ci sono molti libri interessanti.","In biblioteca ci sono ___ libri interessanti.","In the library there are many interesting books.","","","molti","molto","molte","molta","A","A1","Molto/Poco (quantificatori e avverbi base)","Here, 'molto' acts as an adjective modifying 'libri'. Since 'libri' is masculine plural, the adjective must agree and become 'molti'.","https://www.lawlessitalian.com/grammar/molto/"
"Loro non abitano a Londra, abitano a Parigi.","Loro ___ abitano a Londra, abitano a Parigi.","They do not live in London, they live in Paris.","","","non","no","ne","ni","A","A1","Forme negative semplici","To make a sentence negative in Italian, you place 'non' directly before the conjugated verb. 'No' is used as an isolated answer, not for sentence negation.","https://www.lawlessitalian.com/grammar/negative-adverbs/"
"Voi leggete un libro interessante.","Voi ___ un libro interessante.","You (plural) read an interesting book.","","","leggete","leggi","leggono","leggiamo","A","A1","Presente indicativo: verbi regolari -ere","The subject 'Voi' (you all) requires the second person plural ending '-ete' for regular '-ere' verbs. The verb is 'leggere'.","https://www.lawlessitalian.com/grammar/regular-ere-verbs/"
"Io sono italiano, non sono inglese.","Io sono italiano, ___ sono inglese.","I am Italian, I am not English.","","","non","no","ne","mai","A","A1","Forme negative semplici","To make a sentence negative in Italian, you place 'non' directly before the verb. 'No' is used as an isolated answer, not to negate verbs.","https://www.lawlessitalian.com/grammar/non/"
"Io dormo in camera da letto.","Io dormo in camera da ___.","I sleep in the bedroom.","","","letto","bagno","cucina","giardino","A","A1","Casa (stanze e oggetti)","The room where one sleeps (dormire) is the 'camera da letto' (bedroom).","https://www.lawlessitalian.com/vocabulary/house/"
"Io ascolto la musica con le orecchie.","Io ascolto la musica con le ___.","I listen to music with my ears.","","","orecchie","occhi","gambe","mani","A","A1","Corpo (base)","The verb 'ascoltare' (to listen) involves using 'orecchie' (ears).","https://www.lawlessitalian.com/vocabulary/body/"
"Laura ride sempre, lei è felice.","Laura ride sempre, lei è ___.","Laura always laughs, she is happy.","","","felice","triste","stanca","arrabbiata","A","A1","Emozioni e stati d'animo (base)","Since Laura 'ride sempre' (always laughs), the matching emotion is 'felice' (happy).","https://www.lawlessitalian.com/vocabulary/moods/"
"I bambini giocano nel parco.","I ___ giocano nel parco.","The children play in the park.","masculine plural","","bambini","bambino","bambina","bambine","A","A1","Nomi: genere e numero","The article 'I' indicates a masculine plural noun. 'Bambini' is the masculine plural form of 'bambino'.","https://www.lawlessitalian.com/grammar/nouns-gender-number/"
"Voi siete molto gentili.","___ siete molto gentili.","You (plural) are very kind.","","","Tu","Noi","Voi","Loro","C","A1","Pronomi soggetto","The verb 'siete' is the second person plural form of 'essere' (to be). It corresponds to the subject pronoun 'Voi'.","https://www.lawlessitalian.com/grammar/subject-pronouns/"
"La mucca mangia l'erba.","La ___ mangia l'erba.","The cow eats the grass.","","","mucca","cane","gatto","cavallo","A","A1","Animali (comuni)","The definite article 'La' indicates a feminine singular noun. 'Mucca' (cow) is feminine, while 'cane', 'gatto', and 'cavallo' are masculine.","https://www.lawlessitalian.com/vocabulary/animals/"
"Io vorrei un bicchiere d'acqua.","Io vorrei un bicchiere d'___.","I would like a glass of water.","","","acqua","latte","vino","birra","A","A1","Ristorante (frasi base)","The preposition 'di' elides to 'd'' before a vowel. 'Acqua' starts with a vowel, so it becomes 'd'acqua'. The other options would require 'di' (di latte, di vino, di birra).","https://www.lawlessitalian.com/grammar/preposition-di/"
"Noi abitiamo a Venezia.","Noi abitiamo ___ Venezia.","We live in Venice.","","","in","a","da","su","B","A1","Preposizioni semplici (uso base)","In Italian, the preposition 'a' is used to indicate location in a specific city (e.g., a Venezia, a Roma). 'In' is used for countries or regions.","https://www.lawlessitalian.com/grammar/prepositions-a-in/"
"Pronto? Chi parla?","Pronto? Chi ___?","Hello? Who is speaking?","","","parla","parli","parlo","parlano","A","A1","Telefono e comunicazione (base)","When asking 'Who is speaking?', 'Chi' (Who) functions as a third-person singular subject, requiring the verb form 'parla'.","https://www.lawlessitalian.com/vocabulary/telephone/"
"Lo studente è intelligente.","___ studente è intelligente.","The student is intelligent.","","","Il","Lo","La","I","B","A1","Articoli determinativi e indeterminativi","Masculine singular nouns starting with 's' + consonant (like 'studente') require the definite article 'Lo' instead of 'Il'.","https://www.lawlessitalian.com/grammar/definite-articles/"
"Piacere di conoscerLa, Signora Bianchi.","Piacere di ___, Signora Bianchi.","Pleased to meet you, Mrs. Bianchi.","formal","","conoscerLa","conoscerti","conoscere","conosciamo","A","A1","Saluti, presentazioni, tu/Lei","When addressing someone formally with 'Lei', use 'conoscerLa' (to meet you - formal). The capital 'L' emphasizes the formal register, though lowercase is also acceptable.","https://www.lawlessitalian.com/grammar/pronouns/formal-you/"
"La banca è accanto alla posta.","La banca è ___ alla posta.","The bank is next to the post office.","","","accanto","dentro","sopra","sotto","A","A1","Direzioni e luoghi in città","The preposition 'accanto a' means 'next to' or 'beside' and is used to indicate proximity. It requires 'a' + article, forming 'accanto alla'.","https://www.lawlessitalian.com/grammar/adverbs/location-position/"
"Mi piace il gelato ma non mi piace la torta.","Mi piace il gelato ___ non mi piace la torta.","I like ice cream but I don't like cake.","","","ma","e","o","perché","A","A1","Congiunzioni base (e, ma, o, anche, perché)","The conjunction 'ma' (but) is used to contrast two statements. It shows opposition between liking ice cream and not liking cake.","https://www.lawlessitalian.com/grammar/conjunctions/"
"Io mangio il pane con il formaggio.","Io mangio il pane con il ___.","I eat bread with cheese.","","","formaggio","acqua","tè","latte","A","A1","Cibo e bevande (base)","The verb 'mangio' (I eat) requires food items. 'Formaggio' (cheese) is the only solid food option that pairs naturally with bread, while the other options are beverages.","https://www.lawlessitalian.com/vocabulary/food-and-drink/"
"Sono le dieci meno un quarto.","Sono le dieci ___ un quarto.","It is a quarter to ten.","","","meno","e","più","per","A","A1","Orario (telling time)","When telling time, 'meno' (minus/less) is used to indicate minutes before the hour. 'Un quarto' means a quarter (15 minutes), so 'dieci meno un quarto' is 9:45 or quarter to ten.","https://www.lawlessitalian.com/grammar/time/"
"A che ora mangi?","A che ___ mangi?","At what time do you eat?","","","ora","giorno","anno","mese","A","A1","Orario (telling time)","The expression 'a che ora' means 'at what time' and is used to ask when something happens. 'Ora' means 'hour' or 'time'.","https://www.lawlessitalian.com/grammar/time/"
"Sono le tre e mezza del pomeriggio.","Sono le tre e ___ del pomeriggio.","It's three thirty in the afternoon.","","","mezza","mezzo","quarto","quarti","A","A1","Orario (telling time)","When telling time, 'mezza' (half) is always feminine singular because it agrees with 'ora' (hour), which is feminine. We say 'e mezza' for 'thirty' or 'half past'.","https://www.lawlessitalian.com/grammar/telling-time/"
"Il negozio apre alle nove meno un quarto.","Il negozio apre alle nove ___ un quarto.","The store opens at eight forty-five.","","","meno","più","con","senza","A","A1","Orario (telling time)","To express time before the hour, use 'meno' (minus/less). 'Nove meno un quarto' means 'a quarter to nine' or literally 'nine minus a quarter' (8:45).","https://www.lawlessitalian.com/grammar/telling-time/"
"Il mio gatto è molto pigro.","Il mio ___ è molto pigro.","My cat is very lazy.","","","gatto","cane","uccello","pesce","A","A1","Animali (comuni)","The adjective 'pigro' (lazy) is masculine singular, so it must agree with a masculine singular noun. 'Il gatto' (the cat) is masculine, while the other animals listed are also masculine but the sentence logic indicates a cat.","https://www.lawlessitalian.com/vocabulary/animals/"
"Mio padre è medico in un ospedale.","Mio padre è ___ in un ospedale.","My father is a doctor in a hospital.","","","medico","infermiera","studente","cuoco","A","A1","Professioni (base)","When stating someone's profession after 'essere', no article is used. 'Medico' (doctor) fits the context of working in a hospital. Note: 'infermiera' is feminine and wouldn't agree with 'padre'.","https://www.lawlessitalian.com/vocabulary/professions/"
"Oggi fa bel tempo e c'è il sole.","Oggi fa bel tempo e c'è il ___.","Today the weather is nice and it's sunny.","","","sole","pioggia","neve","vento","A","A1","Meteo (base)","The expression 'c'è il sole' means 'it's sunny' (literally 'there is the sun'). This matches the first part of the sentence 'fa bel tempo' (the weather is nice). 'Il sole' is masculine singular.","https://www.lawlessitalian.com/vocabulary/weather/"
"Io non posso venire alla festa domani.","Io non ___ venire alla festa domani.","I can't come to the party tomorrow.","","","posso","devo","voglio","so","A","A1","Verbi modali (uso base: potere, dovere, volere)","The modal verb 'potere' (to be able to/can) is used to express ability or possibility. 'Posso' is the first person singular present tense form. The negative 'non posso' means 'I can't' or 'I'm not able to'.","https://www.lawlessitalian.com/grammar/modal-verbs/"
"Noi amiamo la cucina italiana.","Noi ___ la cucina italiana.","We love Italian cuisine.","","","amiamo","amo","amate","amano","A","A1","Presente indicativo: verbi regolari -are","For regular verbs ending in -are, the first person plural (noi) ending is always -iamo.","https://www.lawlessitalian.com/grammar/regular-are-verbs/"
